 ,TopicId,Title,Format,Structure,LearningResourceType,Difficulty,InteractivityType,AggregationLevel,InteractivityLevel,SemanticDensity,LOexev,MaxScore,MaxLearningTime
1086,310,LearningObject1086,Application,Atomic,Slide,2,Active,2,Low,High,Evaluative,59,40
1087,310,LearningObject1087,Application,Collection,NarrativeText,4,Active,2,Low,VeryLow,Evaluative,4,98
1088,310,LearningObject1088,Text,Linear,Table,10,Active,1,High,Low,Explanatory,92,97
1089,311,LearningObject1089,Audio,Networked,Slide,7,Expositive,1,High,Medium,Explanatory,40,8
1090,311,LearningObject1090,Form,Hierarchical,Table,3,Mixed,2,Low,High,Evaluative,93,59
1091,312,LearningObject1091,Image,Atomic,Lecture,4,Active,2,High,VeryHigh,Evaluative,42,2
1092,312,LearningObject1092,Video,Collection,Slide,4,Active,2,Medium,VeryHigh,Explanatory,42,27
1093,312,LearningObject1093,Image,Collection,Questionnaire,2,Mixed,1,Medium,VeryHigh,Evaluative,37,117
1094,313,LearningObject1094,Image,Collection,Graph,7,Expositive,2,VeryLow,Medium,Evaluative,48,23
1095,313,LearningObject1095,Image,Atomic,Graph,9,Active,2,VeryLow,High,Evaluative,53,6
1096,313,LearningObject1096,Audio,Hierarchical,Exercise,2,Mixed,1,Low,VeryLow,Explanatory,58,79
1097,313,LearningObject1097,Audio,Linear,Questionnaire,4,Expositive,2,Low,VeryLow,Explanatory,33,91
1098,313,LearningObject1098,Video,Networked,Graph,3,Mixed,2,Medium,Low,Explanatory,80,42
1099,314,LearningObject1099,Audio,Atomic,Figure,3,Mixed,1,Low,Medium,Explanatory,43,102
1100,314,LearningObject1100,Application,Linear,Graph,2,Mixed,1,High,Low,Evaluative,100,72
1101,314,LearningObject1101,Video,Hierarchical,Graph,6,Mixed,2,VeryLow,High,Explanatory,12,107
1102,314,LearningObject1102,Text,Collection,Index,10,Mixed,2,Medium,Medium,Explanatory,50,38
1103,315,LearningObject1103,Form,Networked,Exercise,4,Mixed,1,High,VeryHigh,Evaluative,89,88
1104,315,LearningObject1104,Video,Atomic,Table,9,Active,1,VeryHigh,Low,Explanatory,40,90
1105,315,LearningObject1105,Text,Networked,ProblemStatement,3,Expositive,1,VeryHigh,Medium,Explanatory,71,55
1106,316,LearningObject1106,Video,Hierarchical,Graph,7,Active,1,Medium,Low,Explanatory,1,99
1107,316,LearningObject1107,Form,Hierarchical,Exam,5,Active,1,High,VeryHigh,Evaluative,4,119
1108,317,LearningObject1108,Text,Collection,Exam,3,Mixed,2,Low,VeryLow,Explanatory,85,112
1109,317,LearningObject1109,Application,Atomic,Slide,4,Mixed,2,Low,VeryLow,Evaluative,52,79
1110,318,LearningObject1110,Form,Networked,Exam,6,Expositive,1,VeryHigh,VeryLow,Evaluative,100,57
1111,318,LearningObject1111,Application,Collection,Figure,3,Mixed,2,Medium,Medium,Evaluative,72,76
1112,318,LearningObject1112,Audio,Atomic,Lecture,8,Active,1,VeryLow,VeryLow,Explanatory,45,69
1113,318,LearningObject1113,Application,Hierarchical,Exam,9,Expositive,2,VeryHigh,High,Evaluative,17,58
1114,319,LearningObject1114,Image,Hierarchical,NarrativeText,3,Active,2,VeryLow,High,Evaluative,28,11
1115,319,LearningObject1115,Audio,Hierarchical,ProblemStatement,1,Active,2,Low,VeryLow,Explanatory,5,21
1116,320,LearningObject1116,Image,Hierarchical,ProblemStatement,4,Mixed,2,High,VeryLow,Evaluative,57,116
1117,320,LearningObject1117,Application,Hierarchical,Table,3,Expositive,1,Low,VeryHigh,Evaluative,87,92
1118,320,LearningObject1118,Audio,Linear,Diagram,10,Expositive,1,Medium,Medium,Explanatory,68,53
1119,321,LearningObject1119,Image,Linear,Experiment,4,Active,1,High,VeryHigh,Evaluative,4,66
1120,321,LearningObject1120,Text,Linear,Simulation,6,Expositive,2,VeryHigh,Medium,Explanatory,55,66
1121,322,LearningObject1121,Image,Linear,Exam,8,Mixed,2,VeryLow,Low,Evaluative,34,115
1122,322,LearningObject1122,Text,Networked,Exercise,7,Active,2,VeryHigh,VeryHigh,Explanatory,43,29
1123,323,LearningObject1123,Audio,Collection,Lecture,1,Mixed,2,VeryHigh,Medium,Explanatory,53,51
1124,323,LearningObject1124,Text,Networked,Index,6,Active,2,VeryLow,Low,Explanatory,19,4
1125,323,LearningObject1125,Form,Hierarchical,Questionnaire,3,Mixed,1,VeryHigh,Low,Evaluative,39,90
1126,324,LearningObject1126,Video,Atomic,Lecture,6,Mixed,1,Medium,High,Explanatory,55,6
1127,324,LearningObject1127,Form,Collection,Lecture,1,Active,2,Low,Low,Evaluative,45,8
1128,325,LearningObject1128,Image,Hierarchical,Exercise,7,Mixed,1,Medium,VeryLow,Evaluative,85,120
1129,325,LearningObject1129,Text,Networked,ProblemStatement,8,Active,2,Medium,High,Explanatory,88,11
1130,325,LearningObject1130,Video,Networked,Lecture,4,Active,2,VeryLow,VeryHigh,Explanatory,92,15
1131,325,LearningObject1131,Audio,Hierarchical,Diagram,10,Mixed,2,Medium,Medium,Explanatory,54,3
1132,326,LearningObject1132,Form,Hierarchical,Table,10,Mixed,1,VeryLow,Medium,Evaluative,14,63
1133,326,LearningObject1133,Audio,Hierarchical,Exam,3,Expositive,1,High,Medium,Explanatory,50,15
1134,326,LearningObject1134,Video,Atomic,Slide,9,Mixed,2,High,VeryHigh,Explanatory,6,61
1135,327,LearningObject1135,Audio,Linear,ProblemStatement,2,Expositive,2,Medium,VeryLow,Explanatory,54,14
1136,327,LearningObject1136,Image,Networked,Exercise,9,Mixed,1,Low,VeryLow,Evaluative,94,14
1137,328,LearningObject1137,Video,Networked,ProblemStatement,9,Active,1,VeryLow,High,Explanatory,73,83
1138,328,LearningObject1138,Application,Hierarchical,Table,6,Mixed,2,Low,High,Evaluative,61,71
1139,329,LearningObject1139,Audio,Atomic,Slide,3,Mixed,1,High,VeryHigh,Explanatory,30,101
1140,329,LearningObject1140,Application,Networked,Diagram,10,Mixed,1,Low,High,Evaluative,17,90
1141,329,LearningObject1141,Text,Hierarchical,Index,8,Mixed,1,High,Low,Explanatory,64,74
1142,329,LearningObject1142,Application,Collection,Experiment,1,Expositive,1,Low,Low,Evaluative,91,1
1143,330,LearningObject1143,Application,Collection,ProblemStatement,4,Mixed,1,High,Low,Evaluative,14,68
1144,330,LearningObject1144,Text,Linear,Exam,7,Active,1,Medium,Medium,Explanatory,3,37
1145,331,LearningObject1145,Application,Networked,ProblemStatement,9,Expositive,1,VeryHigh,Medium,Evaluative,58,23
1146,331,LearningObject1146,Text,Collection,Questionnaire,9,Expositive,1,Low,VeryHigh,Explanatory,77,19
1147,331,LearningObject1147,Application,Networked,Figure,1,Expositive,2,VeryLow,VeryHigh,Evaluative,74,79
1148,331,LearningObject1148,Text,Collection,Exercise,6,Active,1,Low,VeryHigh,Explanatory,7,89
1149,332,LearningObject1149,Text,Networked,Diagram,6,Expositive,1,Low,Medium,Explanatory,41,30
1150,332,LearningObject1150,Form,Networked,Simulation,9,Mixed,1,VeryHigh,High,Evaluative,65,51
1151,333,LearningObject1151,Audio,Hierarchical,SelfAssessment,4,Active,2,Low,Low,Explanatory,17,117
1152,333,LearningObject1152,Application,Hierarchical,Simulation,4,Expositive,1,Medium,Low,Evaluative,61,58
1153,333,LearningObject1153,Form,Networked,Index,8,Expositive,1,Medium,VeryLow,Evaluative,36,87
1154,334,LearningObject1154,Application,Collection,Figure,3,Expositive,1,High,Medium,Evaluative,100,105
1155,334,LearningObject1155,Video,Hierarchical,Figure,4,Mixed,2,VeryLow,Low,Explanatory,48,29
1156,334,LearningObject1156,Text,Networked,Exercise,10,Mixed,2,Low,VeryLow,Explanatory,49,61
1157,334,LearningObject1157,Form,Atomic,Index,10,Active,2,VeryHigh,High,Evaluative,38,18
1158,335,LearningObject1158,Application,Linear,Experiment,8,Mixed,2,Medium,High,Evaluative,10,74
1159,335,LearningObject1159,Video,Atomic,Questionnaire,7,Mixed,2,VeryLow,Medium,Explanatory,22,120
1160,336,LearningObject1160,Image,Linear,Index,5,Expositive,1,Low,High,Evaluative,64,9
1161,336,LearningObject1161,Video,Linear,Figure,6,Active,2,VeryLow,Medium,Explanatory,40,97
1162,337,LearningObject1162,Video,Linear,ProblemStatement,9,Mixed,2,Low,High,Explanatory,12,101
1163,337,LearningObject1163,Application,Hierarchical,Slide,8,Expositive,1,High,High,Evaluative,9,34
1164,337,LearningObject1164,Text,Linear,SelfAssessment,6,Mixed,2,High,VeryLow,Explanatory,9,1
1165,337,LearningObject1165,Audio,Networked,Experiment,5,Mixed,2,Low,VeryHigh,Explanatory,80,102
1166,338,LearningObject1166,Application,Collection,Simulation,6,Expositive,2,Medium,VeryLow,Evaluative,40,12
1167,338,LearningObject1167,Video,Linear,Table,6,Active,2,High,Medium,Explanatory,68,88
1168,338,LearningObject1168,Audio,Hierarchical,Graph,5,Expositive,1,Low,VeryHigh,Explanatory,98,81
1169,338,LearningObject1169,Audio,Collection,Table,2,Mixed,2,High,VeryHigh,Explanatory,90,116
1170,339,LearningObject1170,Audio,Collection,ProblemStatement,2,Active,2,Low,High,Explanatory,87,101
1171,339,LearningObject1171,Application,Linear,ProblemStatement,4,Mixed,2,High,VeryHigh,Evaluative,28,112
1172,339,LearningObject1172,Text,Hierarchical,Exam,2,Expositive,1,VeryLow,High,Explanatory,35,79
1173,339,LearningObject1173,Application,Linear,Experiment,9,Active,1,VeryHigh,Medium,Evaluative,35,114
1174,339,LearningObject1174,Image,Collection,Table,2,Active,1,VeryLow,Low,Evaluative,87,98
1175,340,LearningObject1175,Audio,Collection,Slide,8,Mixed,1,Medium,VeryHigh,Explanatory,40,66
1176,340,LearningObject1176,Video,Networked,Diagram,4,Active,1,High,VeryLow,Explanatory,33,118
1177,340,LearningObject1177,Image,Networked,SelfAssessment,10,Expositive,2,VeryHigh,VeryHigh,Evaluative,61,51
1178,340,LearningObject1178,Video,Networked,Exam,4,Active,1,VeryLow,Low,Explanatory,92,13
1179,340,LearningObject1179,Video,Hierarchical,Lecture,9,Active,1,Medium,VeryHigh,Explanatory,99,17
1180,341,LearningObject1180,Video,Collection,ProblemStatement,2,Active,1,VeryLow,High,Explanatory,5,120
1181,341,LearningObject1181,Video,Networked,ProblemStatement,7,Active,2,VeryHigh,Medium,Explanatory,94,118
1182,341,LearningObject1182,Text,Hierarchical,Slide,10,Active,2,VeryHigh,High,Explanatory,7,52
1183,341,LearningObject1183,Audio,Collection,Simulation,4,Expositive,1,Medium,VeryHigh,Explanatory,96,9
1184,341,LearningObject1184,Form,Hierarchical,Graph,3,Mixed,1,High,Medium,Evaluative,56,17
1185,342,LearningObject1185,Image,Linear,Table,2,Expositive,2,VeryHigh,Medium,Evaluative,32,81
1186,342,LearningObject1186,Video,Linear,Slide,2,Mixed,1,VeryHigh,VeryLow,Explanatory,47,23
1187,342,LearningObject1187,Application,Linear,Slide,2,Expositive,1,VeryLow,VeryLow,Evaluative,66,87
1188,343,LearningObject1188,Text,Atomic,Experiment,5,Expositive,2,Low,Medium,Explanatory,23,77
1189,343,LearningObject1189,Image,Collection,Exercise,5,Active,2,VeryHigh,High,Evaluative,65,89
1190,343,LearningObject1190,Application,Collection,Lecture,4,Mixed,2,Medium,VeryHigh,Evaluative,86,47
1191,344,LearningObject1191,Text,Collection,Exam,1,Expositive,2,High,VeryHigh,Explanatory,53,47
1192,344,LearningObject1192,Form,Linear,Graph,4,Active,2,Low,Low,Evaluative,81,40
1193,344,LearningObject1193,Image,Networked,Exam,6,Active,2,Low,VeryLow,Evaluative,35,95
1194,345,LearningObject1194,Video,Collection,Questionnaire,9,Mixed,2,Medium,Low,Explanatory,92,59
1195,345,LearningObject1195,Video,Collection,Lecture,1,Expositive,2,High,VeryLow,Explanatory,57,25
1196,345,LearningObject1196,Form,Collection,NarrativeText,1,Mixed,2,VeryLow,Low,Evaluative,55,52
1197,345,LearningObject1197,Audio,Linear,Exercise,7,Mixed,1,VeryHigh,VeryHigh,Explanatory,13,118
1198,345,LearningObject1198,Form,Collection,Slide,4,Active,2,VeryHigh,VeryHigh,Evaluative,68,96
1199,346,LearningObject1199,Video,Collection,NarrativeText,9,Active,2,High,High,Explanatory,86,53
1200,346,LearningObject1200,Text,Hierarchical,NarrativeText,4,Active,1,Medium,High,Explanatory,84,88
1201,346,LearningObject1201,Form,Hierarchical,Graph,9,Active,1,Low,High,Evaluative,29,31
1202,346,LearningObject1202,Text,Collection,NarrativeText,7,Mixed,1,Medium,VeryLow,Explanatory,77,85
1203,346,LearningObject1203,Application,Atomic,Diagram,9,Expositive,1,VeryHigh,VeryHigh,Evaluative,43,104
1204,347,LearningObject1204,Application,Atomic,Experiment,5,Active,1,High,VeryHigh,Evaluative,54,64
1205,347,LearningObject1205,Video,Networked,Experiment,9,Mixed,2,Medium,VeryLow,Explanatory,11,35
1206,347,LearningObject1206,Application,Hierarchical,Graph,7,Active,2,Low,Low,Evaluative,31,106
1207,348,LearningObject1207,Application,Hierarchical,Index,7,Active,1,Low,VeryLow,Evaluative,19,68
1208,348,LearningObject1208,Video,Atomic,Simulation,7,Expositive,1,VeryLow,Low,Explanatory,91,17
1209,348,LearningObject1209,Audio,Linear,Graph,6,Expositive,1,Low,High,Explanatory,12,94
1210,349,LearningObject1210,Text,Linear,Slide,2,Mixed,2,VeryLow,Low,Explanatory,76,17
1211,349,LearningObject1211,Application,Linear,NarrativeText,1,Expositive,1,VeryLow,Low,Evaluative,9,24
1212,349,LearningObject1212,Application,Collection,Exam,7,Mixed,2,Medium,High,Evaluative,51,9
1213,349,LearningObject1213,Audio,Hierarchical,Exercise,7,Expositive,1,VeryHigh,VeryHigh,Explanatory,79,74
1214,350,LearningObject1214,Text,Linear,Exam,10,Mixed,2,VeryLow,VeryLow,Explanatory,58,44
1215,350,LearningObject1215,Form,Collection,SelfAssessment,9,Expositive,1,Medium,Low,Evaluative,78,65
1216,351,LearningObject1216,Image,Hierarchical,Exercise,8,Mixed,2,Medium,VeryLow,Evaluative,82,83
1217,351,LearningObject1217,Image,Collection,SelfAssessment,4,Active,1,High,High,Evaluative,24,102
1218,351,LearningObject1218,Image,Atomic,Figure,1,Expositive,1,Low,Low,Evaluative,19,102
1219,351,LearningObject1219,Audio,Networked,Index,3,Mixed,2,Medium,VeryLow,Explanatory,90,23
1220,352,LearningObject1220,Audio,Collection,Questionnaire,10,Expositive,1,Low,VeryHigh,Explanatory,82,114
1221,352,LearningObject1221,Form,Collection,Index,8,Mixed,1,High,Low,Evaluative,64,39
1222,352,LearningObject1222,Image,Networked,Slide,7,Expositive,1,Medium,VeryHigh,Evaluative,10,107
1223,352,LearningObject1223,Application,Hierarchical,Slide,4,Active,2,VeryHigh,High,Evaluative,90,4
1224,353,LearningObject1224,Image,Atomic,Exercise,10,Expositive,1,VeryHigh,Low,Evaluative,25,43
1225,353,LearningObject1225,Video,Collection,Experiment,8,Active,2,Medium,VeryHigh,Explanatory,2,9
1226,354,LearningObject1226,Form,Networked,SelfAssessment,9,Expositive,1,High,Medium,Evaluative,46,40
1227,354,LearningObject1227,Text,Collection,ProblemStatement,6,Mixed,2,Medium,VeryLow,Explanatory,19,5
1228,355,LearningObject1228,Text,Hierarchical,Table,8,Expositive,1,VeryHigh,Low,Explanatory,21,102
1229,355,LearningObject1229,Form,Linear,Exam,7,Expositive,1,VeryLow,Low,Evaluative,26,63
1230,355,LearningObject1230,Video,Networked,Lecture,2,Expositive,2,High,Low,Explanatory,5,54
1231,355,LearningObject1231,Application,Atomic,Exercise,7,Active,1,VeryHigh,High,Evaluative,4,27
1232,355,LearningObject1232,Image,Linear,Index,2,Expositive,1,Low,Medium,Evaluative,25,18
1233,356,LearningObject1233,Video,Networked,Slide,5,Active,2,VeryHigh,VeryLow,Explanatory,42,55
1234,356,LearningObject1234,Video,Linear,Exam,1,Expositive,1,VeryHigh,Low,Explanatory,18,86
1235,356,LearningObject1235,Application,Hierarchical,Figure,5,Active,1,VeryHigh,Medium,Evaluative,66,38
1236,356,LearningObject1236,Audio,Linear,Questionnaire,1,Expositive,1,VeryLow,Low,Explanatory,23,91
1237,357,LearningObject1237,Text,Linear,Diagram,7,Active,2,Low,VeryLow,Explanatory,84,93
1238,357,LearningObject1238,Image,Networked,Questionnaire,9,Expositive,1,High,VeryLow,Evaluative,36,103
1239,358,LearningObject1239,Form,Linear,Experiment,8,Mixed,1,VeryLow,VeryHigh,Evaluative,93,27
1240,358,LearningObject1240,Audio,Collection,Exercise,8,Active,2,High,Medium,Explanatory,22,49
1241,358,LearningObject1241,Audio,Networked,Lecture,3,Expositive,2,High,VeryHigh,Explanatory,26,15
1242,358,LearningObject1242,Form,Atomic,Diagram,5,Expositive,1,VeryLow,VeryLow,Evaluative,50,64
1243,359,LearningObject1243,Audio,Networked,Figure,8,Expositive,2,High,Low,Explanatory,42,91
1244,359,LearningObject1244,Audio,Linear,Figure,8,Mixed,1,VeryHigh,VeryLow,Explanatory,100,40
1245,359,LearningObject1245,Application,Networked,Simulation,9,Expositive,2,VeryLow,VeryLow,Evaluative,92,98
1246,359,LearningObject1246,Form,Atomic,ProblemStatement,4,Mixed,1,VeryHigh,High,Evaluative,51,97
1247,360,LearningObject1247,Audio,Linear,Table,1,Mixed,1,High,VeryLow,Explanatory,11,41
1248,360,LearningObject1248,Form,Hierarchical,Lecture,4,Active,2,Low,VeryHigh,Evaluative,34,85
1249,361,LearningObject1249,Video,Collection,Exam,10,Mixed,1,Low,Medium,Explanatory,100,13
1250,361,LearningObject1250,Form,Collection,Experiment,4,Active,2,VeryHigh,High,Evaluative,38,51
1251,361,LearningObject1251,Image,Linear,Questionnaire,5,Mixed,1,Medium,VeryHigh,Evaluative,70,67
1252,362,LearningObject1252,Video,Hierarchical,Experiment,4,Active,1,VeryLow,VeryHigh,Explanatory,13,77
1253,362,LearningObject1253,Text,Collection,Figure,9,Expositive,2,VeryLow,Medium,Explanatory,94,94
1254,362,LearningObject1254,Application,Networked,Index,7,Mixed,1,Medium,Low,Evaluative,90,69
1255,363,LearningObject1255,Video,Atomic,Figure,2,Active,1,Medium,Medium,Explanatory,88,3
1256,363,LearningObject1256,Form,Networked,Questionnaire,1,Expositive,1,VeryHigh,Low,Evaluative,86,66
1257,363,LearningObject1257,Form,Hierarchical,Simulation,4,Active,2,Low,VeryLow,Evaluative,63,68
1258,363,LearningObject1258,Text,Collection,NarrativeText,7,Active,1,High,High,Explanatory,82,21
1259,363,LearningObject1259,Application,Atomic,Exercise,9,Mixed,2,High,Medium,Evaluative,36,55
1260,364,LearningObject1260,Text,Networked,NarrativeText,5,Mixed,1,VeryHigh,Medium,Explanatory,62,22
1261,364,LearningObject1261,Application,Hierarchical,Questionnaire,5,Mixed,2,High,VeryHigh,Evaluative,45,72
1262,364,LearningObject1262,Audio,Networked,ProblemStatement,8,Expositive,1,High,Low,Explanatory,69,75
1263,364,LearningObject1263,Image,Hierarchical,Table,1,Active,2,High,VeryHigh,Evaluative,72,22
1264,364,LearningObject1264,Video,Networked,SelfAssessment,4,Active,2,VeryLow,High,Explanatory,6,101
1265,365,LearningObject1265,Audio,Atomic,Exam,9,Expositive,1,High,Medium,Explanatory,24,42
1266,365,LearningObject1266,Image,Hierarchical,SelfAssessment,3,Expositive,1,High,VeryHigh,Evaluative,43,8
1267,365,LearningObject1267,Video,Collection,Simulation,10,Active,1,VeryLow,High,Explanatory,84,25
1268,366,LearningObject1268,Text,Linear,Table,1,Active,2,Low,VeryLow,Explanatory,28,15
1269,366,LearningObject1269,Application,Linear,Questionnaire,2,Mixed,1,High,Low,Evaluative,19,68
1270,367,LearningObject1270,Image,Networked,Diagram,3,Active,2,Low,High,Evaluative,16,92
1271,367,LearningObject1271,Image,Networked,Slide,9,Active,2,Low,VeryLow,Evaluative,1,30
1272,367,LearningObject1272,Audio,Hierarchical,Figure,4,Expositive,2,Low,VeryLow,Explanatory,25,1
1273,367,LearningObject1273,Image,Atomic,Exam,10,Expositive,2,Low,Low,Evaluative,29,80
1274,367,LearningObject1274,Text,Hierarchical,Index,10,Active,2,Medium,High,Explanatory,39,12
1275,368,LearningObject1275,Text,Networked,ProblemStatement,10,Expositive,1,Medium,Medium,Explanatory,85,5
1276,368,LearningObject1276,Audio,Atomic,Slide,2,Active,2,VeryLow,High,Explanatory,62,63
1277,368,LearningObject1277,Video,Atomic,Graph,2,Expositive,2,Low,Medium,Explanatory,54,68
1278,368,LearningObject1278,Image,Linear,Exam,6,Expositive,2,Medium,VeryHigh,Evaluative,59,8
1279,368,LearningObject1279,Form,Atomic,Index,1,Expositive,1,VeryLow,Low,Evaluative,32,39
1280,369,LearningObject1280,Form,Collection,Lecture,6,Mixed,1,VeryHigh,High,Evaluative,85,68
1281,369,LearningObject1281,Form,Hierarchical,Diagram,2,Expositive,1,VeryHigh,Medium,Evaluative,78,60
1282,369,LearningObject1282,Video,Hierarchical,ProblemStatement,8,Mixed,1,Medium,VeryLow,Explanatory,2,112
1283,369,LearningObject1283,Form,Linear,ProblemStatement,8,Expositive,1,Low,Medium,Evaluative,32,92
1284,370,LearningObject1284,Application,Atomic,Figure,10,Mixed,2,VeryLow,High,Evaluative,71,41
1285,370,LearningObject1285,Image,Networked,Exam,1,Active,1,VeryLow,Low,Evaluative,20,17
1286,370,LearningObject1286,Image,Atomic,Experiment,4,Mixed,1,VeryLow,VeryLow,Evaluative,48,17
1287,370,LearningObject1287,Video,Linear,NarrativeText,9,Active,1,Medium,VeryHigh,Explanatory,77,69
1288,370,LearningObject1288,Image,Hierarchical,Simulation,2,Mixed,2,Low,High,Evaluative,36,66
1289,371,LearningObject1289,Audio,Linear,Index,7,Mixed,1,VeryHigh,Medium,Explanatory,94,71
1290,371,LearningObject1290,Form,Hierarchical,Lecture,5,Expositive,2,VeryLow,Low,Evaluative,12,22
1291,372,LearningObject1291,Text,Atomic,Questionnaire,4,Active,1,VeryLow,Low,Explanatory,26,32
1292,372,LearningObject1292,Application,Networked,Exam,5,Mixed,2,High,VeryLow,Evaluative,73,90
1293,372,LearningObject1293,Video,Atomic,Exam,5,Expositive,2,VeryHigh,VeryLow,Explanatory,60,25
1294,372,LearningObject1294,Application,Collection,SelfAssessment,7,Active,2,VeryLow,Low,Evaluative,9,79
1295,373,LearningObject1295,Form,Atomic,Diagram,3,Active,1,Low,VeryHigh,Evaluative,19,87
1296,373,LearningObject1296,Text,Atomic,Diagram,1,Mixed,1,Medium,High,Explanatory,3,73
1297,374,LearningObject1297,Audio,Hierarchical,Graph,3,Mixed,2,Medium,Low,Explanatory,51,103
1298,374,LearningObject1298,Form,Networked,ProblemStatement,9,Expositive,2,High,VeryLow,Evaluative,6,107
1299,374,LearningObject1299,Text,Atomic,Index,9,Expositive,2,Low,VeryLow,Explanatory,61,86
1300,374,LearningObject1300,Video,Collection,Experiment,8,Active,1,Medium,Low,Explanatory,56,30
1301,375,LearningObject1301,Form,Networked,SelfAssessment,5,Active,2,High,VeryLow,Evaluative,67,101
1302,375,LearningObject1302,Form,Collection,Lecture,8,Mixed,2,Low,VeryLow,Evaluative,76,74
1303,375,LearningObject1303,Audio,Linear,Figure,8,Active,2,VeryHigh,High,Explanatory,5,98
1304,375,LearningObject1304,Audio,Atomic,Experiment,6,Mixed,2,VeryHigh,Medium,Explanatory,58,45
1305,376,LearningObject1305,Image,Networked,Exam,6,Active,1,Low,VeryHigh,Evaluative,4,99
1306,376,LearningObject1306,Text,Hierarchical,Experiment,9,Mixed,1,High,VeryLow,Explanatory,99,84
1307,376,LearningObject1307,Audio,Atomic,Experiment,7,Expositive,1,VeryHigh,VeryLow,Explanatory,70,55
1308,376,LearningObject1308,Audio,Networked,Exercise,10,Expositive,1,VeryLow,VeryLow,Explanatory,3,22
1309,377,LearningObject1309,Audio,Networked,ProblemStatement,10,Mixed,1,VeryHigh,VeryLow,Explanatory,91,37
1310,377,LearningObject1310,Form,Networked,Slide,1,Mixed,1,Low,Low,Evaluative,22,41
1311,377,LearningObject1311,Application,Networked,Slide,7,Mixed,1,Low,VeryLow,Evaluative,28,102
1312,378,LearningObject1312,Video,Linear,Experiment,9,Mixed,1,VeryHigh,Low,Explanatory,62,46
1313,378,LearningObject1313,Form,Collection,Graph,10,Expositive,1,Low,VeryLow,Evaluative,58,17
1314,379,LearningObject1314,Video,Collection,Index,8,Expositive,2,Low,VeryHigh,Explanatory,13,114
1315,379,LearningObject1315,Video,Linear,ProblemStatement,3,Mixed,2,Low,Medium,Explanatory,87,11
1316,379,LearningObject1316,Video,Hierarchical,Diagram,1,Expositive,1,Medium,Medium,Explanatory,62,7
1317,379,LearningObject1317,Image,Collection,Lecture,4,Mixed,1,VeryHigh,Low,Evaluative,32,120
1318,380,LearningObject1318,Image,Collection,Experiment,5,Active,2,Medium,VeryLow,Evaluative,73,83
1319,380,LearningObject1319,Application,Hierarchical,Diagram,7,Mixed,2,High,VeryLow,Evaluative,13,61
1320,380,LearningObject1320,Text,Networked,Experiment,6,Active,2,VeryLow,Low,Explanatory,76,58
1321,381,LearningObject1321,Image,Atomic,Table,5,Expositive,1,VeryLow,Medium,Evaluative,84,105
1322,381,LearningObject1322,Audio,Linear,SelfAssessment,2,Mixed,2,Low,Low,Explanatory,62,30
1323,382,LearningObject1323,Text,Linear,Table,10,Mixed,2,Low,High,Explanatory,85,113
1324,382,LearningObject1324,Application,Linear,NarrativeText,4,Mixed,1,High,High,Evaluative,12,91
1325,383,LearningObject1325,Text,Atomic,Questionnaire,7,Expositive,2,Medium,Low,Explanatory,17,57
1326,383,LearningObject1326,Video,Hierarchical,Diagram,1,Expositive,2,VeryHigh,VeryLow,Explanatory,66,61
1327,383,LearningObject1327,Image,Hierarchical,Exam,6,Expositive,1,VeryLow,High,Evaluative,67,104
1328,383,LearningObject1328,Application,Collection,Index,9,Mixed,2,VeryHigh,Low,Evaluative,29,8
1329,383,LearningObject1329,Application,Collection,NarrativeText,4,Expositive,1,High,VeryHigh,Evaluative,63,45
1330,384,LearningObject1330,Video,Collection,Graph,10,Active,1,High,VeryHigh,Explanatory,63,110
1331,384,LearningObject1331,Image,Atomic,Diagram,7,Mixed,1,Medium,VeryLow,Evaluative,50,102
1332,385,LearningObject1332,Application,Hierarchical,Graph,4,Expositive,1,Low,Low,Evaluative,29,67
1333,385,LearningObject1333,Video,Hierarchical,Experiment,6,Active,2,Medium,VeryLow,Explanatory,48,43
1334,385,LearningObject1334,Video,Atomic,Diagram,2,Expositive,1,Low,VeryHigh,Explanatory,67,23
1335,386,LearningObject1335,Form,Linear,NarrativeText,2,Active,2,VeryHigh,High,Evaluative,40,62
1336,386,LearningObject1336,Audio,Linear,Graph,6,Expositive,2,Low,Low,Explanatory,15,65
1337,387,LearningObject1337,Video,Linear,Exam,4,Expositive,2,High,Low,Explanatory,73,75
1338,387,LearningObject1338,Image,Linear,Diagram,1,Active,1,High,VeryLow,Evaluative,45,72
1339,387,LearningObject1339,Video,Linear,Exam,4,Expositive,2,Low,VeryHigh,Explanatory,56,109
1340,387,LearningObject1340,Image,Collection,Experiment,8,Expositive,2,VeryLow,VeryHigh,Evaluative,13,113
1341,387,LearningObject1341,Audio,Linear,Table,5,Expositive,2,Low,High,Explanatory,76,56
1342,388,LearningObject1342,Image,Atomic,Table,4,Expositive,1,Low,Low,Evaluative,29,52
1343,388,LearningObject1343,Audio,Hierarchical,Questionnaire,9,Expositive,1,High,Medium,Explanatory,32,55
1344,388,LearningObject1344,Video,Linear,Slide,9,Mixed,1,Medium,Low,Explanatory,34,37
1345,389,LearningObject1345,Audio,Networked,Lecture,7,Mixed,2,Medium,Low,Explanatory,86,81
1346,389,LearningObject1346,Image,Networked,Questionnaire,1,Active,1,VeryHigh,VeryLow,Evaluative,34,12
1347,389,LearningObject1347,Form,Collection,Exercise,1,Active,2,High,VeryHigh,Evaluative,69,56
